Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Time
E1,2017-08-04,Nott'm Forest,Millwall,1,0,H,1.0,0.0,H,P Bankes,11.0,23.0,2.0,6.0,13.0,15.0,5.0,4.0,0.0,1.0,0.0,0.0,
E1,2017-08-04,Sunderland,Derby,1,1,D,1.0,1.0,D,O Langford,20.0,11.0,4.0,4.0,12.0,11.0,6.0,7.0,1.0,0.0,0.0,0.0,
E1,2017-08-05,Aston Villa,Hull,1,1,D,1.0,0.0,H,A Madley,12.0,14.0,5.0,5.0,13.0,11.0,5.0,3.0,2.0,0.0,0.0,0.0,
E1,2017-08-05,Bristol City,Barnsley,3,1,H,3.0,0.0,H,A Davies,20.0,10.0,11.0,5.0,14.0,9.0,3.0,2.0,1.0,2.0,0.0,0.0,
E1,2017-08-05,Burton,Cardiff,0,1,A,0.0,0.0,D,G Eltringham,3.0,16.0,0.0,6.0,13.0,15.0,4.0,6.0,1.0,0.0,0.0,0.0,
E1,2017-08-05,Fulham,Norwich,1,1,D,1.0,0.0,H,J Linington,16.0,19.0,3.0,5.0,12.0,10.0,7.0,1.0,3.0,2.0,0.0,0.0,
E1,2017-08-05,Ipswich,Birmingham,1,0,H,0.0,0.0,D,T Robinson,12.0,12.0,2.0,3.0,11.0,14.0,8.0,2.0,1.0,1.0,0.0,0.0,
E1,2017-08-05,Preston,Sheffield Weds,1,0,H,0.0,0.0,D,T Harrington,11.0,6.0,3.0,1.0,17.0,18.0,6.0,3.0,2.0,3.0,0.0,0.0,
E1,2017-08-05,QPR,Reading,2,0,H,1.0,0.0,H,S Duncan,11.0,4.0,4.0,2.0,17.0,12.0,10.0,1.0,1.0,2.0,0.0,1.0,
E1,2017-08-05,Sheffield United,Brentford,1,0,H,1.0,0.0,H,S Martin,9.0,12.0,2.0,5.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,
E1,2017-08-05,Wolves,Middlesbrough,1,0,H,1.0,0.0,H,D Bond,10.0,5.0,2.0,2.0,14.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0,
E1,2017-08-06,Bolton,Leeds,2,3,A,1.0,3.0,A,S Hooper,10.0,11.0,4.0,5.0,9.0,14.0,6.0,8.0,1.0,0.0,0.0,0.0,
E1,2017-08-12,Barnsley,Ipswich,1,2,A,1.0,0.0,H,G Eltringham,25.0,9.0,10.0,2.0,11.0,14.0,11.0,7.0,1.0,2.0,0.0,0.0,
E1,2017-08-12,Birmingham,Bristol City,2,1,H,1.0,1.0,D,D Bond,18.0,25.0,8.0,3.0,15.0,15.0,2.0,10.0,0.0,2.0,1.0,0.0,
E1,2017-08-12,Brentford,Nott'm Forest,3,4,A,1.0,2.0,A,J Linington,20.0,13.0,9.0,6.0,11.0,13.0,12.0,3.0,1.0,3.0,0.0,0.0,
E1,2017-08-12,Cardiff,Aston Villa,3,0,H,1.0,0.0,H,T Robinson,15.0,10.0,12.0,1.0,9.0,9.0,4.0,7.0,0.0,1.0,0.0,0.0,
E1,2017-08-12,Derby,Wolves,0,2,A,0.0,1.0,A,L Probert,13.0,12.0,3.0,3.0,6.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,
E1,2017-08-12,Hull,Burton,4,1,H,1.0,1.0,D,D England,27.0,6.0,11.0,2.0,13.0,6.0,5.0,2.0,2.0,1.0,0.0,1.0,
E1,2017-08-12,Leeds,Preston,0,0,D,0.0,0.0,D,S Duncan,12.0,9.0,4.0,1.0,14.0,14.0,6.0,4.0,1.0,1.0,0.0,1.0,
E1,2017-08-12,Middlesbrough,Sheffield United,1,0,H,1.0,0.0,H,P Bankes,15.0,7.0,2.0,3.0,19.0,11.0,4.0,3.0,1.0,1.0,0.0,0.0,
E1,2017-08-12,Millwall,Bolton,1,1,D,0.0,0.0,D,A Davies,14.0,5.0,8.0,2.0,14.0,16.0,4.0,0.0,2.0,3.0,0.0,0.0,
E1,2017-08-12,Reading,Fulham,1,1,D,0.0,0.0,D,S Hooper,23.0,6.0,6.0,3.0,18.0,7.0,9.0,3.0,3.0,1.0,0.0,1.0,
E1,2017-08-12,Sheffield Weds,QPR,1,1,D,0.0,1.0,A,C Kavanagh,14.0,10.0,4.0,4.0,10.0,16.0,4.0,1.0,0.0,3.0,0.0,0.0,
E1,2017-08-13,Norwich,Sunderland,1,3,A,0.0,1.0,A,A Madley,14.0,9.0,3.0,5.0,16.0,18.0,13.0,1.0,0.0,1.0,0.0,0.0,
E1,2017-08-15,Barnsley,Nott'm Forest,2,1,H,1.0,1.0,D,T Harrington,13.0,26.0,5.0,7.0,13.0,9.0,2.0,9.0,2.0,1.0,0.0,0.0,
E1,2017-08-15,Birmingham,Bolton,0,0,D,0.0,0.0,D,D England,10.0,12.0,0.0,2.0,13.0,8.0,7.0,4.0,1.0,1.0,0.0,0.0,
E1,2017-08-15,Brentford,Bristol City,2,2,D,0.0,1.0,A,P Bankes,24.0,8.0,10.0,5.0,16.0,13.0,5.0,3.0,2.0,3.0,0.0,0.0,
E1,2017-08-15,Cardiff,Sheffield United,2,0,H,1.0,0.0,H,L Mason,19.0,13.0,6.0,4.0,11.0,8.0,7.0,6.0,2.0,1.0,0.0,0.0,
E1,2017-08-15,Derby,Preston,1,0,H,0.0,0.0,D,G Eltringham,15.0,9.0,5.0,4.0,14.0,15.0,4.0,4.0,2.0,3.0,0.0,0.0,
E1,2017-08-15,Hull,Wolves,2,3,A,1.0,2.0,A,J Simpson,11.0,8.0,4.0,4.0,11.0,8.0,4.0,4.0,2.0,4.0,0.0,0.0,
E1,2017-08-15,Leeds,Fulham,0,0,D,0.0,0.0,D,D Bond,9.0,15.0,1.0,1.0,12.0,10.0,3.0,3.0,2.0,1.0,0.0,0.0,
E1,2017-08-15,Middlesbrough,Burton,2,0,H,1.0,0.0,H,T Robinson,16.0,3.0,6.0,0.0,10.0,12.0,3.0,7.0,1.0,2.0,0.0,1.0,
E1,2017-08-15,Millwall,Ipswich,3,4,A,2.0,3.0,A,J Linington,23.0,8.0,6.0,4.0,17.0,19.0,8.0,3.0,1.0,4.0,0.0,0.0,
E1,2017-08-15,Reading,Aston Villa,2,1,H,0.0,0.0,D,K Friend,14.0,10.0,5.0,3.0,9.0,10.0,4.0,1.0,2.0,2.0,0.0,0.0,
E1,2017-08-16,Norwich,QPR,2,0,H,0.0,0.0,D,O Langford,14.0,9.0,6.0,3.0,9.0,9.0,8.0,3.0,1.0,1.0,0.0,0.0,
E1,2017-08-16,Sheffield Weds,Sunderland,1,1,D,0.0,1.0,A,S Martin,17.0,8.0,4.0,2.0,7.0,12.0,9.0,3.0,0.0,1.0,0.0,0.0,
E1,2017-08-18,Burton,Birmingham,2,1,H,0.0,1.0,A,T Harrington,12.0,16.0,6.0,5.0,10.0,11.0,4.0,5.0,1.0,0.0,0.0,0.0,
E1,2017-08-19,Aston Villa,Norwich,4,2,H,2.0,0.0,H,J Simpson,20.0,9.0,8.0,3.0,14.0,11.0,3.0,3.0,1.0,3.0,0.0,0.0,
E1,2017-08-19,Bolton,Derby,1,2,A,0.0,2.0,A,S Martin,7.0,10.0,1.0,2.0,12.0,10.0,3.0,2.0,2.0,1.0,0.0,0.0,
E1,2017-08-19,Bristol City,Millwall,0,0,D,0.0,0.0,D,D England,10.0,14.0,3.0,3.0,14.0,18.0,5.0,16.0,3.0,2.0,0.0,0.0,
E1,2017-08-19,Fulham,Sheffield Weds,0,1,A,0.0,0.0,D,S Attwell,8.0,8.0,2.0,3.0,12.0,11.0,6.0,3.0,2.0,0.0,0.0,0.0,
E1,2017-08-19,Ipswich,Brentford,2,0,H,1.0,0.0,H,O Langford,5.0,22.0,3.0,6.0,14.0,10.0,6.0,11.0,1.0,2.0,0.0,0.0,
E1,2017-08-19,Nott'm Forest,Middlesbrough,2,1,H,1.0,0.0,H,G Scott,11.0,17.0,3.0,7.0,5.0,22.0,5.0,5.0,2.0,4.0,0.0,0.0,
E1,2017-08-19,Preston,Reading,1,0,H,1.0,0.0,H,A Madley,21.0,7.0,8.0,1.0,17.0,18.0,4.0,5.0,2.0,3.0,0.0,0.0,
E1,2017-08-19,QPR,Hull,2,1,H,0.0,1.0,A,J Linington,11.0,12.0,5.0,6.0,17.0,14.0,11.0,5.0,3.0,3.0,0.0,0.0,
E1,2017-08-19,Sheffield United,Barnsley,1,0,H,1.0,0.0,H,T Robinson,18.0,11.0,6.0,1.0,7.0,10.0,12.0,2.0,3.0,3.0,1.0,1.0,
E1,2017-08-19,Sunderland,Leeds,0,2,A,0.0,1.0,A,A Davies,12.0,8.0,1.0,5.0,13.0,9.0,7.0,4.0,3.0,1.0,0.0,0.0,
E1,2017-08-19,Wolves,Cardiff,1,2,A,0.0,0.0,D,S Duncan,12.0,17.0,3.0,5.0,14.0,13.0,2.0,4.0,2.0,4.0,0.0,0.0,
E1,2017-08-25,Bristol City,Aston Villa,1,1,D,0.0,0.0,D,G Eltringham,12.0,12.0,5.0,4.0,11.0,16.0,8.0,1.0,1.0,1.0,0.0,0.0,
E1,2017-08-25,Hull,Bolton,4,0,H,3.0,0.0,H,O Langford,7.0,9.0,5.0,5.0,8.0,15.0,5.0,5.0,1.0,1.0,0.0,0.0,
E1,2017-08-26,Barnsley,Sunderland,3,0,H,2.0,0.0,H,C Kavanagh,11.0,11.0,6.0,3.0,11.0,7.0,7.0,3.0,1.0,3.0,0.0,0.0,
E1,2017-08-26,Birmingham,Reading,0,2,A,0.0,0.0,D,S Martin,14.0,13.0,2.0,5.0,10.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,
E1,2017-08-26,Brentford,Wolves,0,0,D,0.0,0.0,D,T Robinson,14.0,15.0,2.0,4.0,11.0,10.0,8.0,6.0,1.0,1.0,0.0,0.0,
E1,2017-08-26,Burton,Sheffield Weds,1,1,D,0.0,1.0,A,D Bond,12.0,11.0,4.0,3.0,7.0,17.0,6.0,5.0,0.0,2.0,0.0,0.0,
E1,2017-08-26,Cardiff,QPR,2,1,H,2.0,1.0,H,S Hooper,17.0,8.0,8.0,1.0,12.0,16.0,8.0,2.0,0.0,1.0,0.0,0.0,
E1,2017-08-26,Ipswich,Fulham,0,2,A,0.0,1.0,A,P Tierney,6.0,18.0,2.0,7.0,18.0,12.0,5.0,6.0,1.0,0.0,0.0,0.0,
E1,2017-08-26,Middlesbrough,Preston,0,0,D,0.0,0.0,D,D England,5.0,12.0,1.0,3.0,13.0,16.0,3.0,8.0,1.0,2.0,0.0,0.0,
E1,2017-08-26,Millwall,Norwich,4,0,H,3.0,0.0,H,T Harrington,11.0,15.0,5.0,7.0,13.0,7.0,5.0,6.0,2.0,1.0,0.0,0.0,
E1,2017-08-26,Nott'm Forest,Leeds,0,2,A,0.0,1.0,A,J Simpson,5.0,18.0,1.0,4.0,10.0,11.0,4.0,2.0,3.0,2.0,0.0,0.0,
E1,2017-08-26,Sheffield United,Derby,3,1,H,2.0,0.0,H,A Madley,5.0,15.0,4.0,2.0,15.0,12.0,6.0,2.0,3.0,3.0,0.0,0.0,
E1,2017-09-08,Derby,Hull,5,0,H,4.0,0.0,H,D Bond,15.0,18.0,7.0,3.0,16.0,7.0,3.0,9.0,0.0,0.0,0.0,0.0,
E1,2017-09-09,Aston Villa,Brentford,0,0,D,0.0,0.0,D,S Duncan,10.0,18.0,1.0,5.0,10.0,14.0,5.0,4.0,0.0,0.0,0.0,0.0,
E1,2017-09-09,Bolton,Middlesbrough,0,3,A,0.0,1.0,A,G Eltringham,9.0,14.0,4.0,5.0,10.0,14.0,4.0,7.0,1.0,1.0,0.0,0.0,
E1,2017-09-09,Fulham,Cardiff,1,1,D,0.0,0.0,D,T Harrington,12.0,11.0,4.0,2.0,18.0,22.0,5.0,2.0,4.0,3.0,0.0,0.0,
E1,2017-09-09,Leeds,Burton,5,0,H,3.0,0.0,H,O Langford,30.0,1.0,10.0,0.0,11.0,12.0,10.0,1.0,0.0,1.0,0.0,0.0,
E1,2017-09-09,Norwich,Birmingham,1,0,H,1.0,0.0,H,S Hooper,14.0,9.0,4.0,1.0,15.0,18.0,5.0,6.0,1.0,5.0,0.0,0.0,
E1,2017-09-09,Preston,Barnsley,1,1,D,1.0,1.0,D,P Bankes,17.0,10.0,5.0,3.0,12.0,12.0,10.0,2.0,1.0,2.0,0.0,0.0,
E1,2017-09-09,QPR,Ipswich,2,1,H,1.0,0.0,H,A Davies,21.0,12.0,8.0,2.0,14.0,11.0,9.0,4.0,1.0,2.0,0.0,0.0,
E1,2017-09-09,Reading,Bristol City,0,1,A,0.0,0.0,D,J Linington,15.0,7.0,5.0,2.0,10.0,10.0,3.0,4.0,1.0,1.0,0.0,0.0,
E1,2017-09-09,Sheffield Weds,Nott'm Forest,3,1,H,1.0,1.0,D,A Madley,18.0,11.0,7.0,5.0,5.0,13.0,8.0,4.0,1.0,0.0,0.0,0.0,
E1,2017-09-09,Sunderland,Sheffield United,1,2,A,0.0,1.0,A,J Simpson,5.0,8.0,1.0,5.0,13.0,13.0,2.0,4.0,1.0,2.0,0.0,0.0,
E1,2017-09-09,Wolves,Millwall,1,0,H,1.0,0.0,H,R Madley,19.0,8.0,8.0,2.0,11.0,9.0,6.0,4.0,1.0,1.0,0.0,1.0,
E1,2017-09-12,Aston Villa,Middlesbrough,0,0,D,0.0,0.0,D,J Linington,18.0,5.0,6.0,2.0,12.0,11.0,6.0,5.0,2.0,1.0,1.0,1.0,
E1,2017-09-12,Bolton,Sheffield United,0,1,A,0.0,1.0,A,S Attwell,13.0,8.0,2.0,3.0,14.0,14.0,3.0,2.0,3.0,1.0,0.0,0.0,
E1,2017-09-12,Leeds,Birmingham,2,0,H,1.0,0.0,H,P Bankes,17.0,14.0,5.0,5.0,8.0,14.0,2.0,8.0,1.0,3.0,0.0,0.0,
E1,2017-09-12,Norwich,Burton,0,0,D,0.0,0.0,D,A Davies,18.0,7.0,2.0,2.0,16.0,5.0,10.0,3.0,3.0,2.0,0.0,0.0,
E1,2017-09-12,Preston,Cardiff,3,0,H,1.0,0.0,H,O Langford,16.0,10.0,7.0,1.0,14.0,15.0,5.0,4.0,3.0,3.0,0.0,0.0,
E1,2017-09-12,QPR,Millwall,2,2,D,0.0,1.0,A,R East,31.0,14.0,14.0,5.0,15.0,18.0,7.0,5.0,2.0,5.0,0.0,1.0,
E1,2017-09-12,Sheffield Weds,Brentford,2,1,H,1.0,1.0,D,J Simpson,16.0,17.0,8.0,5.0,11.0,11.0,8.0,8.0,3.0,0.0,0.0,0.0,
E1,2017-09-12,Sunderland,Nott'm Forest,0,1,A,0.0,0.0,D,S Hooper,14.0,8.0,3.0,2.0,13.0,12.0,6.0,4.0,1.0,1.0,0.0,0.0,
E1,2017-09-12,Wolves,Bristol City,3,3,D,1.0,1.0,D,S Martin,21.0,12.0,6.0,4.0,15.0,9.0,9.0,8.0,1.0,2.0,0.0,0.0,
E1,2017-09-13,Fulham,Hull,2,1,H,1.0,0.0,H,T Robinson,16.0,10.0,4.0,6.0,8.0,15.0,6.0,3.0,0.0,0.0,0.0,0.0,
E1,2017-09-16,Barnsley,Aston Villa,0,3,A,0.0,2.0,A,S Hooper,12.0,10.0,2.0,7.0,8.0,11.0,6.0,1.0,1.0,2.0,0.0,0.0,
E1,2017-09-16,Birmingham,Preston,1,3,A,1.0,0.0,H,K Stroud,6.0,14.0,2.0,6.0,7.0,18.0,7.0,5.0,2.0,4.0,0.0,0.0,
E1,2017-09-16,Brentford,Reading,1,1,D,1.0,0.0,H,T Harrington,20.0,10.0,6.0,2.0,18.0,17.0,3.0,6.0,3.0,4.0,0.0,0.0,
E1,2017-09-16,Bristol City,Derby,4,1,H,0.0,1.0,A,M Atkinson,25.0,11.0,9.0,2.0,18.0,13.0,5.0,6.0,1.0,2.0,0.0,0.0,
E1,2017-09-16,Burton,Fulham,2,1,H,1.0,1.0,D,S Martin,11.0,15.0,6.0,2.0,11.0,11.0,2.0,8.0,1.0,1.0,0.0,0.0,
E1,2017-09-16,Cardiff,Sheffield Weds,1,1,D,0.0,1.0,A,L Probert,16.0,8.0,8.0,2.0,5.0,9.0,6.0,3.0,1.0,2.0,0.0,0.0,
E1,2017-09-16,Hull,Sunderland,1,1,D,0.0,1.0,A,D England,20.0,9.0,7.0,3.0,13.0,10.0,11.0,2.0,2.0,5.0,0.0,0.0,
E1,2017-09-16,Ipswich,Bolton,2,0,H,0.0,0.0,D,A Madley,13.0,16.0,5.0,3.0,15.0,11.0,6.0,8.0,1.0,3.0,0.0,0.0,
E1,2017-09-16,Middlesbrough,QPR,3,2,H,1.0,1.0,D,D Bond,16.0,10.0,8.0,2.0,17.0,14.0,6.0,1.0,4.0,4.0,0.0,0.0,
E1,2017-09-16,Millwall,Leeds,1,0,H,0.0,0.0,D,T Robinson,20.0,1.0,6.0,0.0,12.0,13.0,14.0,2.0,1.0,3.0,0.0,0.0,
E1,2017-09-16,Nott'm Forest,Wolves,1,2,A,0.0,0.0,D,G Eltringham,7.0,11.0,6.0,6.0,4.0,15.0,1.0,4.0,2.0,2.0,0.0,0.0,
E1,2017-09-16,Sheffield United,Norwich,0,1,A,0.0,1.0,A,S Duncan,17.0,11.0,4.0,3.0,7.0,14.0,6.0,2.0,2.0,5.0,0.0,0.0,
E1,2017-09-23,Aston Villa,Nott'm Forest,2,1,H,1.0,0.0,H,T Robinson,11.0,13.0,4.0,5.0,14.0,9.0,3.0,4.0,1.0,3.0,0.0,0.0,
E1,2017-09-23,Bolton,Brentford,0,3,A,0.0,1.0,A,D England,10.0,22.0,3.0,10.0,22.0,13.0,5.0,6.0,2.0,1.0,0.0,0.0,
E1,2017-09-23,Derby,Birmingham,1,1,D,0.0,0.0,D,R East,10.0,10.0,4.0,2.0,14.0,10.0,4.0,6.0,1.0,1.0,0.0,0.0,
E1,2017-09-23,Fulham,Middlesbrough,1,1,D,0.0,0.0,D,O Langford,10.0,14.0,4.0,3.0,16.0,8.0,6.0,3.0,2.0,1.0,0.0,0.0,
E1,2017-09-23,Leeds,Ipswich,3,2,H,2.0,1.0,H,G Eltringham,9.0,14.0,2.0,3.0,11.0,11.0,6.0,12.0,1.0,2.0,0.0,0.0,
E1,2017-09-23,Norwich,Bristol City,0,0,D,0.0,0.0,D,K Stroud,15.0,10.0,1.0,3.0,15.0,19.0,3.0,6.0,1.0,1.0,0.0,0.0,
E1,2017-09-23,Preston,Millwall,0,0,D,0.0,0.0,D,D Bond,12.0,10.0,2.0,1.0,18.0,16.0,7.0,6.0,3.0,1.0,0.0,0.0,
E1,2017-09-23,QPR,Burton,0,0,D,0.0,0.0,D,A Madley,13.0,5.0,4.0,1.0,17.0,11.0,8.0,6.0,0.0,0.0,0.0,0.0,
E1,2017-09-23,Reading,Hull,1,1,D,0.0,1.0,A,S Martin,13.0,5.0,3.0,2.0,11.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,
E1,2017-09-23,Sunderland,Cardiff,1,2,A,0.0,1.0,A,P Bankes,11.0,20.0,4.0,7.0,18.0,19.0,1.0,8.0,3.0,3.0,0.0,0.0,
E1,2017-09-23,Wolves,Barnsley,2,1,H,0.0,0.0,D,J Simpson,14.0,13.0,4.0,3.0,15.0,4.0,5.0,8.0,3.0,1.0,0.0,0.0,
E1,2017-09-24,Sheffield Weds,Sheffield United,2,4,A,1.0,2.0,A,S Hooper,12.0,12.0,2.0,7.0,13.0,18.0,9.0,7.0,1.0,2.0,0.0,0.0,
E1,2017-09-26,Barnsley,QPR,1,1,D,1.0,0.0,H,G Eltringham,9.0,14.0,3.0,4.0,15.0,8.0,2.0,6.0,1.0,2.0,0.0,0.0,
E1,2017-09-26,Brentford,Derby,1,1,D,0.0,1.0,A,A Davies,14.0,3.0,2.0,2.0,7.0,12.0,11.0,0.0,3.0,5.0,0.0,0.0,
E1,2017-09-26,Bristol City,Bolton,2,0,H,1.0,0.0,H,T Harrington,20.0,5.0,8.0,3.0,8.0,21.0,9.0,1.0,2.0,2.0,0.0,1.0,
E1,2017-09-26,Burton,Aston Villa,0,4,A,0.0,3.0,A,J Moss,10.0,10.0,2.0,5.0,8.0,12.0,4.0,4.0,0.0,0.0,0.0,0.0,
E1,2017-09-26,Cardiff,Leeds,3,1,H,2.0,0.0,H,K Friend,16.0,8.0,6.0,3.0,16.0,15.0,2.0,0.0,0.0,1.0,0.0,1.0,
E1,2017-09-26,Hull,Preston,1,2,A,0.0,1.0,A,J Linington,12.0,15.0,3.0,7.0,21.0,18.0,6.0,2.0,4.0,2.0,0.0,0.0,
E1,2017-09-26,Ipswich,Sunderland,5,2,H,2.0,1.0,H,T Robinson,19.0,14.0,11.0,6.0,12.0,10.0,5.0,4.0,1.0,2.0,0.0,0.0,
E1,2017-09-26,Middlesbrough,Norwich,0,1,A,0.0,1.0,A,J Simpson,21.0,5.0,5.0,2.0,8.0,16.0,13.0,1.0,1.0,4.0,0.0,0.0,
E1,2017-09-26,Millwall,Reading,2,1,H,0.0,0.0,D,A Madley,6.0,8.0,4.0,3.0,12.0,10.0,3.0,4.0,1.0,0.0,0.0,0.0,
E1,2017-09-26,Nott'm Forest,Fulham,1,3,A,1.0,1.0,D,S Duncan,20.0,16.0,4.0,7.0,11.0,9.0,3.0,3.0,2.0,0.0,0.0,0.0,
E1,2017-09-27,Birmingham,Sheffield Weds,1,0,H,0.0,0.0,D,S Martin,9.0,17.0,3.0,3.0,6.0,11.0,4.0,10.0,0.0,0.0,0.0,0.0,
E1,2017-09-27,Sheffield United,Wolves,2,0,H,1.0,0.0,H,P Bankes,11.0,7.0,5.0,2.0,18.0,8.0,11.0,2.0,3.0,1.0,0.0,1.0,
E1,2017-09-29,QPR,Fulham,1,2,A,0.0,1.0,A,P Bankes,25.0,12.0,4.0,2.0,13.0,21.0,10.0,2.0,3.0,3.0,0.0,0.0,
E1,2017-09-30,Aston Villa,Bolton,1,0,H,1.0,0.0,H,J Simpson,11.0,10.0,3.0,3.0,15.0,15.0,5.0,4.0,1.0,3.0,1.0,0.0,
E1,2017-09-30,Burton,Wolves,0,4,A,0.0,3.0,A,T Harrington,11.0,14.0,2.0,6.0,10.0,12.0,9.0,4.0,1.0,0.0,0.0,0.0,
E1,2017-09-30,Cardiff,Derby,0,0,D,0.0,0.0,D,J Linington,14.0,7.0,2.0,2.0,18.0,18.0,8.0,2.0,2.0,1.0,0.0,0.0,
E1,2017-09-30,Hull,Birmingham,6,1,H,3.0,0.0,H,S Duncan,17.0,13.0,11.0,3.0,12.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0,
E1,2017-09-30,Ipswich,Bristol City,1,3,A,1.0,2.0,A,S Hooper,9.0,16.0,3.0,5.0,14.0,13.0,1.0,4.0,2.0,2.0,0.0,0.0,
E1,2017-09-30,Middlesbrough,Brentford,2,2,D,0.0,1.0,A,P Tierney,8.0,14.0,3.0,2.0,21.0,13.0,3.0,7.0,3.0,3.0,0.0,0.0,
E1,2017-09-30,Millwall,Barnsley,1,3,A,1.0,1.0,D,O Langford,14.0,16.0,6.0,9.0,12.0,16.0,9.0,2.0,2.0,3.0,0.0,0.0,
E1,2017-09-30,Nott'm Forest,Sheffield United,2,1,H,2.0,1.0,H,A Davies,14.0,16.0,5.0,4.0,7.0,12.0,4.0,9.0,3.0,4.0,0.0,0.0,
E1,2017-09-30,Preston,Sunderland,2,2,D,0.0,1.0,A,C Kavanagh,9.0,11.0,2.0,4.0,16.0,15.0,2.0,5.0,1.0,1.0,0.0,0.0,
E1,2017-09-30,Reading,Norwich,1,2,A,1.0,1.0,D,T Robinson,7.0,6.0,1.0,3.0,19.0,14.0,1.0,1.0,4.0,1.0,0.0,1.0,
E1,2017-10-01,Sheffield Weds,Leeds,3,0,H,2.0,0.0,H,A Madley,16.0,11.0,7.0,2.0,15.0,13.0,7.0,4.0,1.0,0.0,0.0,0.0,
E1,2017-10-13,Birmingham,Cardiff,1,0,H,1.0,0.0,H,G Eltringham,6.0,7.0,2.0,0.0,14.0,17.0,6.0,8.0,2.0,1.0,0.0,0.0,
E1,2017-10-13,Bristol City,Burton,0,0,D,0.0,0.0,D,J Linington,11.0,4.0,4.0,0.0,19.0,13.0,9.0,0.0,0.0,1.0,0.0,0.0,
E1,2017-10-14,Barnsley,Middlesbrough,2,2,D,2.0,1.0,H,L Mason,11.0,21.0,3.0,6.0,10.0,11.0,4.0,7.0,2.0,0.0,0.0,0.0,
E1,2017-10-14,Bolton,Sheffield Weds,2,1,H,1.0,0.0,H,D Coote,18.0,16.0,6.0,10.0,8.0,10.0,10.0,6.0,3.0,3.0,0.0,0.0,
E1,2017-10-14,Brentford,Millwall,1,0,H,0.0,0.0,D,L Probert,18.0,19.0,3.0,6.0,13.0,10.0,6.0,9.0,2.0,1.0,0.0,0.0,
E1,2017-10-14,Fulham,Preston,2,2,D,0.0,2.0,A,D England,17.0,14.0,6.0,5.0,9.0,13.0,5.0,4.0,1.0,3.0,0.0,0.0,
E1,2017-10-14,Leeds,Reading,0,1,A,0.0,0.0,D,J Simpson,15.0,10.0,3.0,4.0,16.0,10.0,6.0,5.0,5.0,2.0,0.0,0.0,
E1,2017-10-14,Norwich,Hull,1,1,D,0.0,1.0,A,K Stroud,25.0,8.0,6.0,3.0,6.0,17.0,10.0,7.0,1.0,2.0,0.0,1.0,
E1,2017-10-14,Sheffield United,Ipswich,1,0,H,0.0,0.0,D,T Harrington,6.0,8.0,2.0,2.0,9.0,16.0,8.0,4.0,2.0,1.0,0.0,0.0,
E1,2017-10-14,Sunderland,QPR,1,1,D,0.0,1.0,A,S Martin,9.0,17.0,5.0,12.0,15.0,12.0,15.0,9.0,0.0,0.0,0.0,0.0,
E1,2017-10-14,Wolves,Aston Villa,2,0,H,0.0,0.0,D,A Davies,20.0,7.0,6.0,1.0,11.0,9.0,6.0,2.0,0.0,2.0,0.0,0.0,
E1,2017-10-15,Derby,Nott'm Forest,2,0,H,1.0,0.0,H,A Madley,14.0,19.0,4.0,5.0,10.0,6.0,7.0,7.0,0.0,1.0,0.0,0.0,
E1,2017-10-21,Aston Villa,Fulham,2,1,H,1.0,1.0,D,M Jones,15.0,9.0,6.0,2.0,14.0,14.0,2.0,5.0,1.0,2.0,0.0,0.0,
E1,2017-10-21,Barnsley,Hull,0,1,A,0.0,0.0,D,P Bankes,23.0,8.0,5.0,3.0,13.0,12.0,3.0,7.0,1.0,3.0,0.0,0.0,
E1,2017-10-21,Bolton,QPR,1,1,D,1.0,0.0,H,J Linington,13.0,15.0,2.0,4.0,13.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,
E1,2017-10-21,Brentford,Sunderland,3,3,D,1.0,3.0,A,D England,18.0,11.0,9.0,3.0,14.0,14.0,6.0,9.0,2.0,4.0,0.0,0.0,
E1,2017-10-21,Bristol City,Leeds,0,3,A,0.0,2.0,A,O Langford,12.0,13.0,2.0,5.0,11.0,14.0,6.0,3.0,3.0,3.0,1.0,1.0,
E1,2017-10-21,Derby,Sheffield Weds,2,0,H,1.0,0.0,H,S Duncan,15.0,11.0,7.0,0.0,8.0,6.0,6.0,4.0,2.0,2.0,0.0,1.0,
E1,2017-10-21,Middlesbrough,Cardiff,0,1,A,0.0,0.0,D,A Madley,11.0,8.0,2.0,3.0,19.0,12.0,8.0,2.0,2.0,2.0,0.0,0.0,
E1,2017-10-21,Millwall,Birmingham,2,0,H,0.0,0.0,D,S Hooper,14.0,16.0,3.0,4.0,13.0,15.0,6.0,3.0,2.0,2.0,0.0,0.0,
E1,2017-10-21,Nott'm Forest,Burton,2,0,H,0.0,0.0,D,K Stroud,13.0,10.0,6.0,1.0,13.0,11.0,4.0,6.0,0.0,2.0,0.0,0.0,
