Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Time
E1,2018-12-29,West Brom,Sheffield Weds,1,1,D,0.0,1.0,A,A Davies,10.0,9.0,3.0,5.0,6.0,8.0,10.0,4.0,2.0,2.0,1.0,0.0,
E1,2019-01-01,Aston Villa,QPR,2,2,D,1.0,1.0,D,J Linington,22.0,11.0,5.0,4.0,10.0,21.0,9.0,1.0,2.0,5.0,0.0,0.0,
E1,2019-01-01,Blackburn,West Brom,2,1,H,0.0,0.0,D,O Langford,10.0,14.0,4.0,6.0,14.0,12.0,3.0,6.0,3.0,3.0,0.0,1.0,
E1,2019-01-01,Brentford,Norwich,1,1,D,1.0,0.0,H,G Ward,16.0,8.0,4.0,3.0,10.0,16.0,5.0,8.0,4.0,2.0,0.0,0.0,
E1,2019-01-01,Derby,Middlesbrough,1,1,D,1.0,0.0,H,R Jones,8.0,11.0,2.0,2.0,8.0,12.0,4.0,5.0,0.0,2.0,0.0,0.0,
E1,2019-01-01,Hull,Bolton,6,0,H,1.0,0.0,H,T Harrington,20.0,5.0,10.0,0.0,16.0,12.0,6.0,1.0,2.0,2.0,0.0,0.0,
E1,2019-01-01,Ipswich,Millwall,2,3,A,1.0,0.0,H,S Martin,14.0,10.0,5.0,4.0,8.0,13.0,6.0,3.0,0.0,1.0,0.0,0.0,
E1,2019-01-01,Nott'm Forest,Leeds,4,2,H,1.0,0.0,H,D England,13.0,14.0,6.0,7.0,13.0,13.0,6.0,8.0,2.0,0.0,0.0,1.0,
E1,2019-01-01,Reading,Swansea,1,4,A,0.0,3.0,A,T Robinson,16.0,8.0,5.0,5.0,13.0,12.0,7.0,1.0,2.0,1.0,0.0,0.0,
E1,2019-01-01,Rotherham,Preston,2,1,H,1.0,0.0,H,L Probert,8.0,17.0,3.0,5.0,13.0,9.0,3.0,5.0,5.0,1.0,0.0,0.0,
E1,2019-01-01,Sheffield Weds,Birmingham,1,1,D,1.0,0.0,H,A Woolmer,15.0,11.0,7.0,1.0,13.0,15.0,6.0,4.0,1.0,3.0,0.0,0.0,
E1,2019-01-01,Stoke,Bristol City,0,2,A,0.0,1.0,A,P Tierney,16.0,6.0,7.0,2.0,17.0,15.0,7.0,0.0,3.0,1.0,0.0,0.0,
E1,2019-01-01,Wigan,Sheffield United,0,3,A,0.0,1.0,A,A Madley,13.0,13.0,2.0,4.0,7.0,14.0,7.0,8.0,2.0,2.0,0.0,0.0,
E1,2019-01-11,Leeds,Derby,2,0,H,1.0,0.0,H,A Davies,15.0,7.0,5.0,2.0,12.0,14.0,8.0,2.0,1.0,4.0,0.0,0.0,
E1,2019-01-12,Birmingham,Middlesbrough,1,2,A,0.0,1.0,A,G Scott,15.0,8.0,4.0,5.0,11.0,11.0,2.0,4.0,2.0,1.0,0.0,0.0,
E1,2019-01-12,Brentford,Stoke,3,1,H,2.0,1.0,H,T Robinson,16.0,2.0,5.0,1.0,13.0,13.0,6.0,3.0,0.0,2.0,0.0,0.0,
E1,2019-01-12,Bristol City,Bolton,2,1,H,0.0,0.0,D,S Martin,20.0,8.0,5.0,4.0,11.0,18.0,9.0,0.0,0.0,2.0,0.0,0.0,
E1,2019-01-12,Hull,Sheffield Weds,3,0,H,1.0,0.0,H,G Eltringham,17.0,3.0,7.0,0.0,5.0,13.0,5.0,1.0,0.0,2.0,0.0,0.0,
E1,2019-01-12,Ipswich,Rotherham,1,0,H,1.0,0.0,H,J Linington,3.0,18.0,1.0,2.0,17.0,10.0,1.0,4.0,2.0,1.0,0.0,0.0,
E1,2019-01-12,Millwall,Blackburn,0,2,A,0.0,0.0,D,R Jones,7.0,5.0,2.0,2.0,14.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,
E1,2019-01-12,Preston,Swansea,1,1,D,0.0,0.0,D,K Stroud,8.0,12.0,5.0,3.0,16.0,16.0,3.0,4.0,0.0,3.0,1.0,0.0,
E1,2019-01-12,Reading,Nott'm Forest,2,0,H,1.0,0.0,H,O Langford,13.0,8.0,5.0,3.0,14.0,16.0,6.0,2.0,3.0,3.0,0.0,1.0,
E1,2019-01-12,Sheffield United,QPR,1,0,H,1.0,0.0,H,A Woolmer,10.0,6.0,2.0,2.0,18.0,11.0,6.0,2.0,2.0,1.0,0.0,0.0,
E1,2019-01-12,West Brom,Norwich,1,1,D,1.0,0.0,H,D England,14.0,12.0,5.0,4.0,15.0,12.0,6.0,5.0,3.0,4.0,0.0,0.0,
E1,2019-01-12,Wigan,Aston Villa,3,0,H,1.0,0.0,H,T Harrington,13.0,4.0,6.0,0.0,12.0,13.0,8.0,6.0,3.0,2.0,0.0,0.0,
E1,2019-01-18,Norwich,Birmingham,3,1,H,3.0,1.0,H,T Robinson,10.0,8.0,4.0,4.0,5.0,22.0,5.0,6.0,0.0,4.0,0.0,0.0,
E1,2019-01-19,Aston Villa,Hull,2,2,D,1.0,2.0,A,D Bond,18.0,12.0,2.0,4.0,14.0,11.0,7.0,5.0,2.0,3.0,0.0,0.0,
E1,2019-01-19,Blackburn,Ipswich,2,0,H,0.0,0.0,D,D England,16.0,11.0,4.0,3.0,14.0,18.0,6.0,5.0,2.0,1.0,0.0,0.0,
E1,2019-01-19,Derby,Reading,2,1,H,2.0,0.0,H,A Woolmer,10.0,9.0,4.0,2.0,9.0,10.0,4.0,3.0,2.0,1.0,0.0,0.0,
E1,2019-01-19,Middlesbrough,Millwall,1,1,D,0.0,1.0,A,K Stroud,16.0,7.0,2.0,3.0,13.0,10.0,8.0,4.0,3.0,1.0,0.0,0.0,
E1,2019-01-19,Nott'm Forest,Bristol City,0,1,A,0.0,0.0,D,J Simpson,15.0,13.0,4.0,7.0,12.0,8.0,10.0,4.0,2.0,0.0,0.0,0.0,
E1,2019-01-19,QPR,Preston,1,4,A,0.0,1.0,A,A Madley,13.0,13.0,5.0,6.0,10.0,12.0,5.0,6.0,3.0,2.0,0.0,0.0,
E1,2019-01-19,Rotherham,Brentford,2,4,A,1.0,1.0,D,T Harrington,13.0,15.0,4.0,7.0,12.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,
E1,2019-01-19,Sheffield Weds,Wigan,1,0,H,0.0,0.0,D,P Bankes,21.0,8.0,8.0,1.0,12.0,16.0,9.0,1.0,0.0,2.0,0.0,0.0,
E1,2019-01-19,Stoke,Leeds,2,1,H,0.0,0.0,D,G Ward,12.0,17.0,5.0,4.0,11.0,10.0,6.0,8.0,1.0,2.0,0.0,1.0,
E1,2019-01-19,Swansea,Sheffield United,1,0,H,0.0,0.0,D,J Brooks,11.0,12.0,3.0,4.0,8.0,17.0,3.0,7.0,0.0,4.0,0.0,0.0,
E1,2019-01-21,Bolton,West Brom,0,2,A,0.0,1.0,A,D Webb,10.0,12.0,3.0,3.0,16.0,8.0,10.0,5.0,2.0,2.0,0.0,0.0,
E1,2019-01-26,Aston Villa,Ipswich,2,1,H,1.0,0.0,H,K Stroud,23.0,8.0,13.0,4.0,14.0,19.0,9.0,3.0,3.0,1.0,0.0,0.0,
E1,2019-01-26,Blackburn,Hull,3,0,H,2.0,0.0,H,J Simpson,11.0,4.0,4.0,2.0,15.0,9.0,6.0,3.0,1.0,1.0,0.0,0.0,
E1,2019-01-26,Norwich,Sheffield United,2,2,D,1.0,1.0,D,J Linington,7.0,17.0,5.0,3.0,16.0,14.0,10.0,3.0,3.0,2.0,0.0,0.0,
E1,2019-01-26,Nott'm Forest,Wigan,3,1,H,1.0,1.0,D,A Davies,12.0,12.0,3.0,7.0,16.0,13.0,3.0,4.0,4.0,2.0,0.0,0.0,
E1,2019-01-26,Rotherham,Leeds,1,2,A,1.0,0.0,H,T Robinson,5.0,14.0,3.0,4.0,16.0,13.0,4.0,5.0,1.0,2.0,0.0,0.0,
E1,2019-01-26,Stoke,Preston,0,2,A,0.0,1.0,A,O Langford,10.0,12.0,1.0,5.0,11.0,11.0,9.0,8.0,2.0,1.0,0.0,0.0,
E1,2019-01-29,Bolton,Reading,1,1,D,0.0,0.0,D,S Duncan,13.0,16.0,6.0,7.0,12.0,11.0,3.0,2.0,2.0,3.0,0.0,0.0,
E1,2019-01-29,Swansea,Birmingham,3,3,D,1.0,1.0,D,S Martin,16.0,9.0,7.0,3.0,15.0,15.0,12.0,4.0,2.0,4.0,0.0,1.0,
E1,2019-02-01,Preston,Derby,0,0,D,0.0,0.0,D,D Bond,23.0,7.0,3.0,0.0,8.0,17.0,11.0,1.0,1.0,1.0,0.0,0.0,
E1,2019-02-02,Birmingham,Nott'm Forest,2,0,H,1.0,0.0,H,D Webb,14.0,12.0,5.0,3.0,13.0,11.0,4.0,5.0,2.0,1.0,0.0,1.0,
E1,2019-02-02,Brentford,Blackburn,5,2,H,1.0,2.0,A,A Davies,20.0,10.0,9.0,4.0,6.0,12.0,5.0,5.0,1.0,1.0,0.0,0.0,
E1,2019-02-02,Bristol City,Swansea,2,0,H,0.0,0.0,D,A Woolmer,13.0,11.0,4.0,4.0,9.0,10.0,6.0,3.0,0.0,1.0,0.0,0.0,
E1,2019-02-02,Hull,Stoke,2,0,H,1.0,0.0,H,P Bankes,7.0,9.0,3.0,2.0,11.0,15.0,3.0,3.0,2.0,2.0,0.0,0.0,
E1,2019-02-02,Ipswich,Sheffield Weds,0,1,A,0.0,0.0,D,O Langford,8.0,17.0,2.0,3.0,16.0,16.0,3.0,2.0,1.0,2.0,0.0,0.0,
E1,2019-02-02,Leeds,Norwich,1,3,A,0.0,2.0,A,S Attwell,21.0,14.0,6.0,5.0,16.0,14.0,4.0,4.0,3.0,2.0,0.0,0.0,
E1,2019-02-02,Millwall,Rotherham,0,0,D,0.0,0.0,D,A Madley,9.0,8.0,1.0,3.0,16.0,21.0,7.0,6.0,0.0,4.0,0.0,0.0,
E1,2019-02-02,Reading,Aston Villa,0,0,D,0.0,0.0,D,G Eltringham,7.0,13.0,2.0,3.0,16.0,17.0,5.0,6.0,3.0,4.0,0.0,0.0,
E1,2019-02-02,Sheffield United,Bolton,2,0,H,0.0,0.0,D,K Stroud,12.0,6.0,2.0,1.0,8.0,14.0,13.0,3.0,0.0,1.0,0.0,0.0,
E1,2019-02-02,West Brom,Middlesbrough,2,3,A,1.0,1.0,D,T Robinson,19.0,14.0,6.0,5.0,6.0,21.0,9.0,1.0,1.0,4.0,0.0,0.0,
E1,2019-02-02,Wigan,QPR,2,1,H,1.0,0.0,H,S Duncan,7.0,21.0,3.0,5.0,11.0,12.0,3.0,6.0,3.0,1.0,0.0,0.0,
E1,2019-02-08,Aston Villa,Sheffield United,3,3,D,0.0,1.0,A,T Harrington,11.0,11.0,4.0,7.0,11.0,17.0,2.0,2.0,3.0,3.0,0.0,0.0,
E1,2019-02-09,Blackburn,Bristol City,0,1,A,0.0,0.0,D,J Linington,10.0,13.0,2.0,6.0,8.0,7.0,4.0,8.0,1.0,3.0,0.0,0.0,
E1,2019-02-09,Bolton,Preston,1,2,A,0.0,1.0,A,A Madley,7.0,16.0,3.0,7.0,13.0,5.0,4.0,10.0,2.0,0.0,0.0,0.0,
E1,2019-02-09,Derby,Hull,2,0,H,1.0,0.0,H,G Ward,20.0,7.0,10.0,1.0,8.0,11.0,5.0,3.0,1.0,1.0,0.0,0.0,
E1,2019-02-09,Middlesbrough,Leeds,1,1,D,0.0,0.0,D,D England,9.0,17.0,3.0,4.0,11.0,8.0,2.0,9.0,2.0,1.0,0.0,0.0,
E1,2019-02-09,Nott'm Forest,Brentford,2,1,H,1.0,0.0,H,R Jones,9.0,21.0,6.0,7.0,14.0,13.0,2.0,10.0,2.0,1.0,0.0,0.0,
E1,2019-02-09,QPR,Birmingham,3,4,A,1.0,4.0,A,D Bond,20.0,12.0,11.0,7.0,14.0,15.0,6.0,3.0,1.0,1.0,0.0,0.0,
E1,2019-02-09,Rotherham,Wigan,1,1,D,1.0,1.0,D,O Langford,17.0,8.0,5.0,3.0,17.0,12.0,12.0,2.0,1.0,3.0,0.0,0.0,
E1,2019-02-09,Sheffield Weds,Reading,0,0,D,0.0,0.0,D,J Brooks,20.0,12.0,7.0,5.0,11.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,
E1,2019-02-09,Stoke,West Brom,0,1,A,0.0,1.0,A,J Simpson,13.0,11.0,1.0,2.0,11.0,11.0,5.0,4.0,1.0,2.0,0.0,0.0,
E1,2019-02-09,Swansea,Millwall,1,0,H,1.0,0.0,H,K Friend,15.0,11.0,5.0,3.0,8.0,10.0,9.0,5.0,0.0,2.0,0.0,0.0,
E1,2019-02-10,Norwich,Ipswich,3,0,H,1.0,0.0,H,P Bankes,11.0,15.0,3.0,2.0,14.0,19.0,5.0,7.0,4.0,3.0,0.0,0.0,
E1,2019-02-12,Birmingham,Bolton,0,1,A,0.0,0.0,D,A Davies,13.0,6.0,3.0,2.0,10.0,14.0,3.0,4.0,1.0,2.0,0.0,0.0,
E1,2019-02-12,Bristol City,QPR,2,1,H,0.0,1.0,A,T Harrington,15.0,11.0,7.0,3.0,12.0,21.0,8.0,1.0,2.0,6.0,0.0,0.0,
E1,2019-02-12,Hull,Rotherham,2,2,D,2.0,0.0,H,S Duncan,8.0,14.0,3.0,5.0,6.0,13.0,5.0,5.0,0.0,1.0,0.0,0.0,
E1,2019-02-12,Millwall,Sheffield Weds,0,0,D,0.0,0.0,D,T Robinson,10.0,9.0,6.0,2.0,14.0,13.0,5.0,4.0,1.0,2.0,0.0,0.0,
E1,2019-02-12,West Brom,Nott'm Forest,2,2,D,0.0,1.0,A,L Mason,14.0,7.0,4.0,3.0,12.0,11.0,7.0,3.0,2.0,2.0,0.0,0.0,
E1,2019-02-13,Brentford,Aston Villa,1,0,H,0.0,0.0,D,G Ward,23.0,6.0,6.0,3.0,7.0,10.0,8.0,5.0,0.0,1.0,0.0,0.0,
E1,2019-02-13,Ipswich,Derby,1,1,D,0.0,1.0,A,A Madley,16.0,15.0,3.0,5.0,18.0,16.0,7.0,4.0,3.0,4.0,0.0,0.0,
E1,2019-02-13,Leeds,Swansea,2,1,H,2.0,0.0,H,D Webb,19.0,9.0,7.0,4.0,12.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,
E1,2019-02-13,Preston,Norwich,3,1,H,2.0,0.0,H,G Eltringham,11.0,22.0,4.0,10.0,13.0,13.0,3.0,8.0,3.0,2.0,0.0,0.0,
E1,2019-02-13,Reading,Blackburn,2,1,H,1.0,0.0,H,S Martin,12.0,15.0,4.0,5.0,13.0,6.0,4.0,5.0,1.0,1.0,0.0,0.0,
E1,2019-02-13,Sheffield United,Middlesbrough,1,0,H,0.0,0.0,D,A Woolmer,15.0,10.0,5.0,4.0,6.0,14.0,4.0,4.0,2.0,1.0,0.0,1.0,
E1,2019-02-13,Wigan,Stoke,0,0,D,0.0,0.0,D,K Stroud,8.0,11.0,3.0,2.0,11.0,13.0,6.0,7.0,1.0,3.0,0.0,0.0,
E1,2019-02-16,Aston Villa,West Brom,0,2,A,0.0,2.0,A,J Linington,11.0,10.0,2.0,3.0,9.0,14.0,9.0,2.0,3.0,2.0,0.0,0.0,
E1,2019-02-16,Bolton,Norwich,0,4,A,0.0,3.0,A,A Woolmer,12.0,23.0,3.0,12.0,20.0,14.0,3.0,8.0,1.0,0.0,0.0,0.0,
E1,2019-02-16,Ipswich,Stoke,1,1,D,0.0,1.0,A,S Duncan,9.0,11.0,3.0,1.0,12.0,8.0,5.0,6.0,0.0,1.0,0.0,0.0,
E1,2019-02-16,Preston,Nott'm Forest,0,0,D,0.0,0.0,D,T Robinson,10.0,10.0,3.0,2.0,10.0,18.0,4.0,6.0,1.0,0.0,0.0,0.0,
E1,2019-02-16,Rotherham,Sheffield Weds,2,2,D,1.0,1.0,D,D England,25.0,11.0,6.0,4.0,15.0,13.0,5.0,4.0,4.0,1.0,0.0,1.0,
E1,2019-02-16,Sheffield United,Reading,4,0,H,3.0,0.0,H,R Jones,14.0,10.0,10.0,2.0,14.0,12.0,4.0,5.0,2.0,1.0,0.0,0.0,
E1,2019-02-17,Blackburn,Middlesbrough,0,1,A,0.0,1.0,A,D Bond,5.0,26.0,1.0,7.0,8.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,
E1,2019-02-19,QPR,West Brom,2,3,A,1.0,1.0,D,J Brooks,13.0,11.0,4.0,6.0,12.0,9.0,4.0,9.0,0.0,1.0,0.0,0.0,
E1,2019-02-20,Derby,Millwall,0,1,A,0.0,0.0,D,J Linington,13.0,4.0,1.0,1.0,13.0,11.0,6.0,1.0,2.0,3.0,0.0,0.0,
E1,2019-02-23,Birmingham,Blackburn,2,2,D,1.0,0.0,H,P Bankes,16.0,6.0,7.0,3.0,11.0,18.0,8.0,3.0,0.0,2.0,0.0,0.0,
E1,2019-02-23,Brentford,Hull,5,1,H,3.0,1.0,H,T Robinson,25.0,7.0,10.0,3.0,10.0,18.0,3.0,6.0,1.0,3.0,0.0,0.0,
E1,2019-02-23,Leeds,Bolton,2,1,H,1.0,1.0,D,T Harrington,21.0,12.0,8.0,6.0,10.0,14.0,8.0,4.0,1.0,4.0,0.0,0.0,
E1,2019-02-23,Middlesbrough,QPR,2,0,H,2.0,0.0,H,A Madley,10.0,9.0,4.0,4.0,13.0,11.0,4.0,3.0,2.0,1.0,0.0,0.0,
E1,2019-02-23,Millwall,Preston,1,3,A,0.0,3.0,A,S Martin,12.0,12.0,3.0,5.0,12.0,11.0,4.0,6.0,2.0,1.0,0.0,0.0,
E1,2019-02-23,Norwich,Bristol City,3,2,H,1.0,2.0,A,G Ward,23.0,12.0,8.0,6.0,7.0,17.0,10.0,4.0,1.0,3.0,0.0,0.0,
E1,2019-02-23,Reading,Rotherham,1,1,D,1.0,0.0,H,J Simpson,15.0,13.0,5.0,2.0,10.0,14.0,5.0,6.0,1.0,3.0,0.0,0.0,
E1,2019-02-23,Sheffield Weds,Swansea,3,1,H,3.0,0.0,H,G Eltringham,16.0,12.0,7.0,6.0,7.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,
E1,2019-02-23,Stoke,Aston Villa,1,1,D,1.0,0.0,H,D Webb,7.0,10.0,4.0,3.0,18.0,13.0,2.0,6.0,3.0,1.0,0.0,0.0,
E1,2019-02-23,West Brom,Sheffield United,0,1,A,0.0,1.0,A,O Langford,17.0,7.0,3.0,4.0,8.0,8.0,5.0,3.0,2.0,3.0,0.0,0.0,
E1,2019-02-23,Wigan,Ipswich,1,1,D,0.0,1.0,A,L Probert,27.0,12.0,6.0,4.0,3.0,16.0,5.0,4.0,2.0,2.0,0.0,1.0,
E1,2019-02-25,Nott'm Forest,Derby,1,0,H,1.0,0.0,H,R Jones,15.0,6.0,2.0,2.0,17.0,13.0,2.0,3.0,2.0,3.0,0.0,0.0,
E1,2019-02-26,Bristol City,Birmingham,1,2,A,0.0,1.0,A,G Eltringham,9.0,11.0,2.0,5.0,12.0,13.0,4.0,1.0,3.0,2.0,0.0,0.0,
E1,2019-02-26,Hull,Millwall,2,1,H,2.0,1.0,H,D Bond,13.0,16.0,3.0,6.0,10.0,10.0,3.0,3.0,1.0,2.0,0.0,0.0,
E1,2019-02-26,QPR,Leeds,1,0,H,0.0,0.0,D,A Davies,13.0,11.0,5.0,4.0,14.0,14.0,2.0,13.0,4.0,1.0,0.0,0.0,
E1,2019-02-26,Sheffield Weds,Brentford,2,0,H,1.0,0.0,H,S Duncan,16.0,8.0,6.0,3.0,12.0,9.0,5.0,5.0,1.0,0.0,0.0,0.0,
E1,2019-03-01,Leeds,West Brom,4,0,H,2.0,0.0,H,T Robinson,13.0,7.0,9.0,1.0,13.0,14.0,3.0,4.0,0.0,1.0,0.0,0.0,
E1,2019-03-02,Aston Villa,Derby,4,0,H,4.0,0.0,H,L Mason,13.0,3.0,6.0,0.0,5.0,14.0,8.0,1.0,2.0,2.0,0.0,0.0,
E1,2019-03-02,Brentford,QPR,3,0,H,0.0,0.0,D,K Stroud,11.0,10.0,6.0,1.0,10.0,17.0,3.0,5.0,2.0,2.0,0.0,0.0,
E1,2019-03-02,Hull,Birmingham,2,0,H,1.0,0.0,H,T Harrington,12.0,18.0,7.0,5.0,7.0,17.0,1.0,8.0,2.0,1.0,0.0,0.0,
E1,2019-03-02,Ipswich,Reading,1,2,A,0.0,1.0,A,G Eltringham,17.0,12.0,6.0,4.0,19.0,13.0,3.0,1.0,3.0,4.0,0.0,0.0,
E1,2019-03-02,Millwall,Norwich,1,3,A,1.0,1.0,D,D Webb,17.0,11.0,8.0,7.0,11.0,11.0,8.0,6.0,2.0,0.0,0.0,0.0,
E1,2019-03-02,Preston,Bristol City,1,1,D,1.0,0.0,H,J Simpson,17.0,15.0,3.0,3.0,9.0,16.0,5.0,5.0,0.0,3.0,0.0,0.0,
E1,2019-03-02,Rotherham,Blackburn,3,2,H,1.0,0.0,H,J Brooks,13.0,15.0,4.0,5.0,10.0,10.0,1.0,4.0,3.0,1.0,0.0,0.0,
E1,2019-03-02,Stoke,Nott'm Forest,2,0,H,1.0,0.0,H,R East,8.0,14.0,4.0,2.0,16.0,12.0,6.0,3.0,2.0,2.0,0.0,0.0,
E1,2019-03-02,Swansea,Bolton,2,0,H,0.0,0.0,D,G Ward,29.0,5.0,11.0,3.0,9.0,15.0,6.0,1.0,1.0,0.0,0.0,2.0,
E1,2019-03-02,Wigan,Middlesbrough,0,0,D,0.0,0.0,D,S Martin,6.0,15.0,2.0,1.0,11.0,14.0,5.0,7.0,1.0,2.0,0.0,0.0,
E1,2019-03-04,Sheffield Weds,Sheffield United,0,0,D,0.0,0.0,D,P Bankes,9.0,7.0,1.0,1.0,16.0,18.0,2.0,10.0,0.0,0.0,0.0,0.0,
E1,2019-03-05,Derby,Wigan,2,1,H,0.0,1.0,A,T Harrington,17.0,13.0,5.0,3.0,16.0,13.0,6.0,5.0,4.0,1.0,0.0,0.0,
E1,2019-03-08,Norwich,Swansea,1,0,H,0.0,0.0,D,R Jones,8.0,12.0,1.0,5.0,13.0,15.0,7.0,8.0,1.0,1.0,0.0,0.0,
E1,2019-03-09,Blackburn,Preston,0,1,A,0.0,1.0,A,O Langford,20.0,6.0,5.0,3.0,11.0,7.0,8.0,5.0,2.0,0.0,0.0,1.0,
E1,2019-03-09,Bolton,Millwall,2,1,H,0.0,0.0,D,S Hooper,15.0,11.0,4.0,4.0,11.0,17.0,5.0,8.0,0.0,3.0,0.0,0.0,
E1,2019-03-09,Bristol City,Leeds,0,1,A,0.0,1.0,A,P Bankes,4.0,16.0,1.0,3.0,15.0,18.0,1.0,2.0,4.0,4.0,0.0,0.0,
E1,2019-03-09,Derby,Sheffield Weds,1,1,D,1.0,0.0,H,K Stroud,10.0,13.0,5.0,3.0,12.0,18.0,6.0,2.0,2.0,3.0,0.0,0.0,
E1,2019-03-09,Middlesbrough,Brentford,1,2,A,1.0,0.0,H,J Simpson,19.0,14.0,6.0,3.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,0.0,
E1,2019-03-09,Nott'm Forest,Hull,3,0,H,0.0,0.0,D,J Linington,20.0,10.0,7.0,3.0,14.0,15.0,4.0,2.0,2.0,1.0,0.0,0.0,
E1,2019-03-09,QPR,Stoke,0,0,D,0.0,0.0,D,G Ward,17.0,7.0,4.0,0.0,16.0,9.0,8.0,1.0,1.0,2.0,1.0,1.0,
E1,2019-03-09,Reading,Wigan,3,2,H,1.0,1.0,D,A Davies,9.0,18.0,4.0,8.0,12.0,16.0,3.0,3.0,3.0,3.0,0.0,0.0,
E1,2019-03-09,Sheffield United,Rotherham,2,0,H,1.0,0.0,H,G Eltringham,19.0,3.0,11.0,0.0,9.0,9.0,5.0,3.0,0.0,0.0,0.0,1.0,
E1,2019-03-09,West Brom,Ipswich,1,1,D,1.0,0.0,H,A Woolmer,16.0,22.0,5.0,7.0,12.0,9.0,8.0,7.0,3.0,2.0,0.0,0.0,
E1,2019-03-10,Birmingham,Aston Villa,0,1,A,0.0,0.0,D,T Robinson,14.0,9.0,4.0,3.0,15.0,12.0,6.0,3.0,3.0,3.0,0.0,0.0,
E1,2019-03-12,Blackburn,Wigan,3,0,H,1.0,0.0,H,C Kavanagh,18.0,11.0,9.0,1.0,12.0,13.0,5.0,6.0,3.0,4.0,0.0,0.0,
E1,2019-03-12,Bolton,Sheffield Weds,0,2,A,0.0,1.0,A,S Martin,11.0,10.0,2.0,7.0,10.0,18.0,3.0,3.0,0.0,0.0,0.0,0.0,
E1,2019-03-12,Bristol City,Ipswich,1,1,D,1.0,0.0,H,D Bond,12.0,7.0,1.0,4.0,13.0,11.0,5.0,5.0,1.0,3.0,0.0,0.0,
E1,2019-03-12,Reading,Leeds,0,3,A,0.0,3.0,A,G Ward,9.0,13.0,5.0,6.0,17.0,12.0,3.0,3.0,1.0,3.0,0.0,0.0,
E1,2019-03-12,Sheffield United,Brentford,2,0,H,1.0,0.0,H,T Harrington,10.0,29.0,4.0,5.0,6.0,8.0,3.0,12.0,1.0,0.0,1.0,0.0,
E1,2019-03-13,Birmingham,Millwall,0,2,A,0.0,2.0,A,J Brooks,11.0,6.0,1.0,2.0,13.0,12.0,7.0,3.0,1.0,2.0,0.0,0.0,
E1,2019-03-13,Derby,Stoke,0,0,D,0.0,0.0,D,O Langford,19.0,5.0,4.0,0.0,9.0,11.0,4.0,3.0,0.0,2.0,0.0,0.0,
E1,2019-03-13,Middlesbrough,Preston,1,2,A,1.0,0.0,H,K Stroud,22.0,17.0,4.0,6.0,9.0,8.0,10.0,7.0,0.0,2.0,1.0,0.0,
E1,2019-03-13,Norwich,Hull,3,2,H,2.0,1.0,H,A Madley,17.0,6.0,7.0,2.0,11.0,17.0,8.0,2.0,1.0,3.0,0.0,0.0,
E1,2019-03-13,Nott'm Forest,Aston Villa,1,3,A,1.0,2.0,A,M Dean,14.0,11.0,2.0,4.0,17.0,13.0,8.0,6.0,3.0,3.0,0.0,0.0,
E1,2019-03-13,QPR,Rotherham,1,2,A,0.0,0.0,D,D Webb,9.0,12.0,3.0,4.0,13.0,8.0,5.0,3.0,2.0,1.0,0.0,0.0,
E1,2019-03-13,West Brom,Swansea,3,0,H,1.0,0.0,H,S Duncan,17.0,15.0,5.0,6.0,10.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,
E1,2019-03-16,Aston Villa,Middlesbrough,3,0,H,2.0,0.0,H,D Bond,18.0,4.0,5.0,1.0,9.0,16.0,6.0,2.0,0.0,1.0,0.0,0.0,
E1,2019-03-16,Brentford,West Brom,0,1,A,0.0,0.0,D,A Madley,13.0,11.0,7.0,6.0,12.0,15.0,6.0,14.0,2.0,1.0,0.0,0.0,
E1,2019-03-16,Hull,QPR,2,2,D,2.0,0.0,H,S Martin,14.0,16.0,6.0,5.0,12.0,16.0,4.0,4.0,2.0,3.0,0.0,0.0,
E1,2019-03-16,Ipswich,Nott'm Forest,1,1,D,1.0,1.0,D,K Stroud,16.0,12.0,6.0,5.0,16.0,12.0,6.0,5.0,0.0,2.0,0.0,0.0,
E1,2019-03-16,Leeds,Sheffield United,0,1,A,0.0,0.0,D,D Coote,17.0,10.0,0.0,1.0,9.0,12.0,3.0,6.0,0.0,2.0,1.0,0.0,
E1,2019-03-16,Preston,Birmingham,1,0,H,0.0,0.0,D,S Duncan,12.0,11.0,1.0,3.0,13.0,18.0,3.0,6.0,3.0,3.0,0.0,0.0,
E1,2019-03-16,Rotherham,Norwich,1,2,A,0.0,1.0,A,O Langford,13.0,13.0,5.0,4.0,13.0,7.0,4.0,6.0,2.0,2.0,0.0,0.0,
E1,2019-03-16,Sheffield Weds,Blackburn,4,2,H,1.0,0.0,H,J Linington,10.0,8.0,4.0,4.0,14.0,11.0,2.0,3.0,4.0,0.0,0.0,0.0,
