Team,avg_HomeGoalsScored,avg_HomeGoalsConceded,avg_HomeShots,avg_HomeShotsConceded,avg_HomeShotsOnTarget,avg_HomeShotsOnTargetConceded,avg_HomeCorners,avg_HomeCornersConceded,avg_Home_goal_difference,avg_Home_ppg,avg_Home_win_percentage,avg_AwayGoalsConceded,avg_AwayGoalsScored,avg_AwayShotsConceded,avg_AwayShots,avg_AwayShotsOnTargetConceded,avg_AwayShotsOnTarget,avg_AwayCornersConceded,avg_AwayCorners,avg_Away_goal_difference,avg_Away_ppg,avg_Away_win_percentage,most_recent_season,seasons_count
Arsenal,2.4210526315789473,0.9122807017543859,15.0,10.859649122807017,5.947368421052631,3.8596491228070176,6.807017543859649,4.56140350877193,1.5087719298245617,2.4035087719298245,75.43859649122805,1.7719298245614032,1.43859649122807,13.894736842105262,11.75438596491228,5.175438596491228,4.12280701754386,5.052631578947368,4.578947368421053,-0.33333333333333326,1.157894736842105,31.578947368421048,2018-19,2
Bournemouth,1.5087719298245617,1.4035087719298247,12.719298245614034,13.228070175438596,4.315789473684211,4.368421052631579,5.385964912280701,5.333333333333334,0.10526315789473678,1.4736842105263155,40.35087719298245,2.1228070175438596,1.2456140350877192,14.701754385964911,11.157894736842106,4.8771929824561395,4.175438596491228,6.280701754385964,5.140350877192982,-0.8771929824561402,0.8771929824561403,24.561403508771924,2018-19,2
Brighton,1.0877192982456139,1.4210526315789473,10.82456140350877,12.12280701754386,3.1052631578947363,4.298245614035087,4.7368421052631575,4.771929824561403,-0.33333333333333326,1.3157894736842104,33.33333333333333,1.631578947368421,0.7368421052631579,18.035087719298243,8.701754385964911,5.017543859649122,2.754385964912281,6.80701754385965,3.5964912280701755,-0.894736842105263,0.6491228070175438,14.035087719298243,2018-19,2
Burnley,1.1228070175438596,1.4210526315789473,11.0,14.684210526315788,3.473684210526316,4.701754385964913,4.456140350877193,5.578947368421053,-0.29824561403508765,1.263157894736842,36.84210526315789,1.6491228070175437,1.087719298245614,17.982456140350877,8.24561403508772,5.543859649122807,2.7894736842105265,7.228070175438597,3.3859649122807016,-0.5614035087719297,1.0877192982456139,26.315789473684205,2018-19,2
Cardiff,1.105263157894737,2.0,12.105263157894736,13.36842105263158,3.5789473684210527,4.842105263157895,5.0,6.105263157894737,-0.894736842105263,1.0526315789473684,31.57894736842105,1.631578947368421,0.6842105263157895,16.68421052631579,9.842105263157896,6.315789473684211,3.0526315789473686,7.578947368421052,3.842105263157895,-0.9473684210526316,0.7368421052631579,21.052631578947366,2018-19,1
Chelsea,1.8947368421052633,0.7017543859649122,17.649122807017545,8.456140350877194,6.456140350877193,2.614035087719298,6.807017543859649,3.7543859649122804,1.192982456140351,2.122807017543859,61.40350877192982,1.333333333333333,1.4035087719298245,10.333333333333332,14.24561403508772,3.9473684210526314,4.3508771929824555,3.9824561403508767,4.771929824561403,0.07017543859649114,1.6315789473684212,49.12280701754385,2018-19,2
Crystal Palace,1.1754385964912282,1.280701754385965,15.0,11.43859649122807,4.2631578947368425,3.736842105263158,6.385964912280702,4.701754385964912,-0.10526315789473675,1.157894736842105,29.824561403508767,1.5438596491228072,1.4035087719298245,15.087719298245613,10.561403508771932,5.105263157894736,3.5087719298245608,6.5438596491228065,4.473684210526316,-0.14035087719298256,1.333333333333333,38.59649122807017,2018-19,2
Everton,1.5438596491228072,1.1228070175438596,13.105263157894736,10.894736842105262,4.035087719298246,3.807017543859649,5.596491228070175,4.298245614035087,0.42105263157894723,1.789473684210526,52.63157894736841,1.5087719298245614,1.1228070175438596,12.719298245614034,10.578947368421053,4.210526315789473,4.035087719298246,5.701754385964912,4.578947368421052,-0.3859649122807018,0.9649122807017543,22.807017543859647,2018-19,2
Fulham,1.1578947368421053,1.894736842105263,14.421052631578949,13.31578947368421,4.526315789473684,5.684210526315789,5.368421052631579,5.0,-0.7368421052631577,1.1052631578947367,31.57894736842105,2.3684210526315788,0.631578947368421,17.36842105263158,9.421052631578949,6.157894736842105,3.3157894736842106,6.894736842105263,3.1052631578947367,-1.7368421052631575,0.2631578947368421,5.263157894736842,2018-19,1
Huddersfield,0.631578947368421,1.526315789473684,10.75438596491228,11.087719298245613,2.9649122807017543,4.473684210526315,4.771929824561403,3.9824561403508767,-0.894736842105263,0.719298245614035,17.543859649122805,2.1578947368421053,0.631578947368421,14.89473684210526,9.596491228070176,5.12280701754386,3.1228070175438596,5.649122807017544,3.8070175438596485,-1.5263157894736838,0.49122807017543857,8.771929824561402,2018-19,2
